Kỹ năng;Trình bày luận điểm một cách có hệ thống rõ ràng;Sử dụng dẫn chứng thống kê đáng tin cậy;Chủ động đưa ra các ví dụ trường hợp cụ thể để minh họa cho luận điểm;Có khả năng tóm tắt vấn đề một cách rõ ràng ngắn gọn;Sử dụng ngôn ngữ rõ ràng logic và lập luận chặt chẽ;Có khả năng điều chỉnh quan điểm dựa trên lập luận và bằng chứng mới;Không trình bày luận điểm một cách có hệ thống;Sử dụng thông tin chưa được kiểm chứng;Không đưa ra ví dụ cụ thể để minh họa cho luận điểm;Không có khả năng tóm tắt vấn đề một cách rõ ràng ngắn gọn;Sử dụng ngôn ngữ mơ hồ không rõ ràng không logic và không lập luận chặt chẽ;Đưa ra quan điểm dựa trên cảm tính chứ không có lập luận bằng chứng;Trình bày các bằng chứng dẫn chứng thuyết phục;Sử dụng ngữ điệu nhấn nhá hợp lý khi nói để thu hút người nghe;Biết lắng nghe và tôn trọng quan điểm của đối phương;Sẵn sàng thừa nhận sai sót nếu có bằng chứng chứng minh;Tự tin bình tĩnh và tập trung cao độ trong suốt quá trình tranh luận;Có khả năng đọc hiểu và sử dụng ngôn ngữ cơ thể một cách chuyên nghiệp;Không thể trình bày các bằng chứng và không dẫn chứng thuyết phục;Ngữ điệu nhấn nhá không hợp lý nghe khó hiểu;Không thể hiện sự lắng nghe và không tôn trọng quan điểm của đối phương;Không sẵn sàng thừa nhận sai sót ngay cả khi có bằng chứng chứng minh;Dễ mất bình tĩnh thiếu tự tin trong tranh luận;Thiếu khả năng nhận diện và hiểu biết về các dấu hiệu của ngôn ngữ cơ thể;Phân tích các luận điểm một cách khách quan;Đặt câu hỏi sâu sắc để làm rõ vấn đề;Giữ bình tĩnh và không cáu giận hay xúc phạm đối phương;Suy nghĩ sáng tạo đưa ra các giải pháp thay thế;Đánh giá cả hai mặt tích cực và tiêu cực của vấn đề;Có tư duy phản biện tốt;Không phân tích các luận điểm một cách khách quan;Cứng nhắc khăng khăng bám vào quan điểm ban đầu cho dù đã bị bẻ gãy;Dễ mất bình tĩnh chửi mắng hoặc xúc phạm đối phương;Không linh hoạt xử lý các tình huống phát sinh thiếu sự sáng tạo và không đưa ra các giải pháp thay thế;Chỉ đánh giá một chiều thiên về cảm tính;Thiếu tư duy phản biện tốt không thể hiện khả năng phản biện;Suy luận logic khi giải quyết vấn đề;Phân tích thông tin để đưa ra nhận định và suy luận;Sử dụng lập luận logic để chứng minh điều gì đó;Đưa ra giả thuyết và kiểm chứng chúng;Nhận biết và tránh các sai lầm logic;Áp dụng quy tắc loại trừ để tìm ra giải pháp;Quyết định dựa trên cảm xúc hoặc ý tưởng không chặt chẽ;Không suy nghĩ logic phản ứng theo ý thích và mong muốn;Khó chứng minh hoặc lý giải rõ ràng cho quan điểm của mình;Không thể tạo ra các mô hình hoặc lập luận logic;Không áp dụng hoặc áp dụng sai quy tắc loại trừ khi tìm kiếm giải pháp;Không nhận biết hoặc mắc phải các sai lầm logic;Đặt câu hỏi để thách thức và kiểm chứng thông tin;Phân tích các luận điểm và đánh giá bằng chứng;Xét vấn đề từ nhiều khía cạnh và quan điểm;Sử dụng lý luận logic để đưa ra kết luận;Tích cực tìm kiếm các quan điểm đối lập;Biết cách kiểm tra và xác minh tính đúng đắn của thông tin ;Chấp nhận thông tin một cách mù quáng hoặc không kiểm chứng;Khó chấp nhận ý kiến hoặc quan điểm khác;Thiếu khả năng đánh giá một cách khách quan;Thường xuyên phản ứng mà không có cơ sở logic;Chấp nhận theo quan điểm một chiều;Chấp nhận thông tin một cách mù quáng mà không kiểm tra hoặc xác minh;Kết nối các ý tưởng rời rạc để tạo ra giải pháp mới;Sẵn lòng thử nghiệm những ý tưởng mới và táo bạo;Tạo ra ý tưởng độc đáo và không giới hạn;Chấp nhận rủi ro và học hỏi từ thất bại;Luôn tò mò với mọi thứ đang tìm hiểu;Biết cách áp dụng những kiến thức đã học và biến chúng thành giải pháp sáng tạo cho vấn đề đang xử lý;Ràng buộc bởi ý tưởng cũ và không thể tạo ra ý tưởng mới;Không thích thử nghiệm hoặc thay đổi;Thụ động và chỉ tập trung vào cách làm truyền thống;Ngại rủi ro và né tránh thất bại;Thiếu tò mò và hài lòng với hiện trạng;Khó khăn trong việc áp dụng kiến thức một cách sáng tạo;Lập kế hoạch và tổ chức thời gian và tài nguyên;Sử dụng kỹ năng quản lý để giải quyết vấn đề và đạt được mục tiêu;Theo dõi và đánh giá tiến độ và hiệu suất;Khả năng thích nghi với thay đổi và quản lý rủi ro;Lập kế hoạch dự phòng và ứng phó với tình huống khẩn cấp;Biết cách xử lý xung đột và giải quyết vấn đề hiệu quả;Thiếu tổ chức và lên kế hoạch cho công việc hoặc dự án;Không có kế hoạch hoặc chiến lược cụ thể cho việc tiến hành công việc;Khó khăn trong việc thích nghi với thay đổi và quản lý rủi ro;Thiếu kế hoạch dự phòng và ứng phó kém với tình huống khẩn cấp;Xử lý xung đột và giải quyết vấn đề kém hiệu quả;Không đưa ra các bước cụ thể để đạt được mục tiêu;Giữ bình tĩnh dù trong tình huống gây cấn;Phản ứng một cách suy nghĩ thay vì phản xạ tức thời dựa trên cảm xúc;Nhận biết cảm xúc của bản thân và điều chỉnh phản ứng cho phù hợp;Không để cảm xúc cá nhân ảnh hưởng đến lập luận;Sử dụng ngôn ngữ tích cực tránh ngôn ngữ tiêu cực hay công kích;Duy trì sự tôn trọng đối với người khác dù trong tranh cãi;Mất bình tĩnh và tỏ ra căng thẳng trong các tình huống gây cấn dẫn đến hành động hoặc phản ứng không kiểm soát được;Phản ứng tức thời dựa trên cảm xúc mà không suy nghĩ kỹ lưỡng dẫn đến những quyết định hoặc hành động không cân nhắc;Không nhận biết hoặc không thể điều chỉnh phản ứng của mình để phù hợp với tình huống làm gia tăng nguy cơ xảy ra xung đột và hiểu lầm;Cảm xúc cá nhân chi phối và ảnh hưởng đến lập luận làm mất đi tính công bằng và khả năng đánh giá khách quan;Sử dụng ngôn ngữ tiêu cực hoặc công kích gây ra căng thẳng và mất lòng tôn trọng trong cuộc trao đổi;Thiếu sự tôn trọng đối với người khác trong tranh cãi dẫn đến xung đột và không tạo điều kiện cho cuộc trao đổi xây dựng và hiệu quả;Lập kế hoạch và ưu tiên các phần của cuộc tranh luận;Đảm bảo mỗi phần của luận điểm được trình bày đầy đủ trong thời gian có hạn;Tránh lan man tập trung vào mục tiêu đã xác định;Sử dụng thời gian hiệu quả để tạo ra sức mạnh cho luận điểm;Phân bổ thời gian cho việc nghe và phản hồi;Không lập kế hoạch hoặc ưu tiên các phần của cuộc tranh luận dẫn đến sự rối ren và mất trật tự trong quá trình trình bày ý kiến;Một hoặc vài phần của luận điểm được bỏ qua hoặc trình bày không đầy đủ do thiếu sự quản lý thời gian và ưu tiên;Lan man và không tập trung vào mục tiêu đã xác định dẫn đến sự lạc hậu và mất tính nhất quán trong cuộc tranh luận;Sử dụng thời gian không hiệu quả dẫn đến sự lãng phí và không đạt được mục tiêu của cuộc tranh luận;Không phân bổ đúng thời gian cho việc nghe và phản hồi làm mất đi cơ hội học hỏi và tương tác trong quá trình tranh luận;Kết thúc luận điểm một cách lôi thôi hoặc không đúng thời hạn làm mất đi sự chuyên nghiệp và ảnh hưởng của cuộc tranh luận;Kết thúc luận điểm một cách mạch lạc đúng thời hạn;Xác định thông tin quan trọng và liên quan từ trong một lượng lớn dữ liệu;Phân biệt giữa ý kiến và thực tế;Nhận diện mối liên hệ giữa các thông tin và ý tưởng;Đánh giá sức mạnh và điểm yếu của một luận điểm;Sử dụng phân tích để phát triển luận điểm mạnh mẽ;Đưa ra kết luận dựa trên bằng chứng và phân tích;Không thể xác định được thông tin quan trọng và liên quan từ trong một lượng lớn dữ liệu dẫn đến sự mơ hồ và không chính xác trong quá trình đánh giá và lập luận;Không phân biệt được giữa ý kiến và thực tế dẫn đến sự hiểu nhầm và đánh giá không chính xác về các thông tin;Không nhận diện được mối liên hệ giữa các thông tin và ý tưởng dẫn đến sự thiếu logic và nhất quán trong lập luận;Không đánh giá được sức mạnh và điểm yếu của một luận điểm dẫn đến việc mất đi tính khách quan và công bằng trong quá trình đánh giá;Không sử dụng phân tích để phát triển luận điểm mạnh mẽ dẫn đến sự thiếu thuyết phục và sức ảnh hưởng của luận điểm;Đưa ra kết luận không dựa trên bằng chứng và phân tích dẫn đến sự thiếu tính logic và độ tin cậy của cuộc tranh luận;Áp dụng logic để từng bước tiến tới kết luận;Sử dụng suy luận để nối kết thông tin và bằng chứng;Phát triển giả định dựa trên thông tin có sẵn;Kiểm tra tính hợp lý của kết luận;Phân biệt giữa suy luận hợp lệ và không hợp lệ;Sử dụng suy luận để chứng minh hoặc bác bỏ một luận điểm;Không áp dụng logic một cách cẩn thận và hệ thống để từng bước tiến tới kết luận dẫn đến sự mơ hồ và thiếu tính logic trong quá trình lập luận;Không sử dụng suy luận để nối kết thông tin và bằng chứng một cách chặt chẽ dẫn đến sự thiếu nhất quán và tính tin cậy của luận điểm;Không phát triển giả định dựa trên thông tin có sẵn một cách logic và có cơ sở dẫn đến sự thiếu thuyết phục và tính hợp lý của luận điểm;Không kiểm tra tính hợp lý của kết luận một cách cẩn thận và chi tiết dẫn đến việc đưa ra kết luận không chính xác hoặc không tin cậy;Không phân biệt được giữa suy luận hợp lệ và không hợp lệ dẫn đến việc đưa ra luận điểm không được chặt chẽ và logic;Không sử dụng suy luận để chứng minh hoặc bác bỏ một luận điểm một cách hiệu quả dẫn đến sự thiếu tính thuyết phục và độ tin cậy của cuộc tranh luận;Đánh giá một cách khách quan tính chính xác và độ tin cậy của nguồn thông tin;Cân nhắc các quan điểm và luận điểm từ nhiều góc độ khác nhau;Phân biệt được giữa bằng chứng mạnh và yếu;Nhận diện được các lỗi logic và thiếu sót trong lập luận;Sử dụng tiêu chí rõ ràng và công bằng để đánh giá luận điểm;Đưa ra phản hồi và gợi ý cải thiện dựa trên đánh giá;Không đánh giá một cách khách quan và đúng đắn tính chính xác và độ tin cậy của nguồn thông tin dẫn đến sự thiếu tin cậy và khả năng phê phán của luận điểm;Không cân nhắc các quan điểm từ nhiều góc độ khác nhau dẫn đến sự mất cân đối và thiếu tính nhất quán trong quá trình đánh giá;Không phân biệt được giữa bằng chứng mạnh và yếu dẫn đến việc đánh giá không chính xác và không công bằng về tính hợp lý của luận điểm;Không nhận diện được các lỗi logic và thiếu sót trong lập luận dẫn đến việc đưa ra nhận định không logic và không tin cậy;Không sử dụng tiêu chí rõ ràng và công bằng để đánh giá luận điểm dẫn đến việc đánh giá không công bằng và không đáng tin cậy;Không đưa ra phản hồi và gợi ý cải thiện dựa trên đánh giá dẫn đến sự thiếu tính xây dựng và phát triển của cuộc tranh luận;Kết hợp thông tin từ nhiều nguồn để tạo ra một cái nhìn tổng thể;Xem xét mối quan hệ giữa các ý tưởng và thông tin để xây dựng luận điểm mới;Tạo liên kết giữa các quan điểm và lập luận có vẻ mâu thuẫn nhau;Sử dụng tư duy sáng tạo để phát triển giải pháp hoặc ý tưởng mới;Tổng hợp kết luận dựa trên đánh giá và phân tích;Trình bày thông tin một cách rõ ràng và mạch lạc thể hiện sự hiểu biết tổng thể;Không kết hợp thông tin từ nhiều nguồn để tạo ra một cái nhìn tổng thể dẫn đến sự hạn chế và hẹp hòi trong quan điểm;Không xem xét mối quan hệ giữa các ý tưởng và thông tin để xây dựng luận điểm mới dẫn đến sự thiếu sáng tạo và tính độc đáo của cuộc tranh luận;Không tạo liên kết giữa các quan điểm và lập luận có vẻ mâu thuẫn nhau dẫn đến sự mơ hồ và không nhất quán trong cuộc tranh luận;Thiếu sáng tạo trong việc phát triển giải pháp hoặc ý tưởng mới dẫn đến sự giới hạn và ít tính ứng dụng trong cuộc tranh luận;Không tổng hợp kết luận dựa trên đánh giá và phân tích dẫn đến sự thiếu tính thuyết phục và độ tin cậy của luận điểm;Trình bày thông tin không rõ ràng và mạch lạc không thể hiện được sự hiểu biết tổng thể và gây nhầm lẫn cho người nghe hoặc độc giả
Có kỹ năng tranh luận Lập luận Logic;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Không có kỹ năng tranh luận lập luận Logic;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Có kỹ năng tranh luận Thuyết Phục;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Không có kỹ năng tranh luận Thuyết Phục;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Có kỹ năng tranh luận Phản Biện;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Không có kỹ năng tranh luận Phản Biện;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Có kỹ năng kiểm soát cảm xúc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Không có kỹ năng kiểm soát Cảm Xúc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Có kỹ năng Quản Lý Thời Gian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Không có kỹ năng Quản Lý Thời Gian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Có kỹ năng tư duy Logic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Không có kỹ năng tư duy Logic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Có kỹ năng tư duy phản biện;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Không có kỹ năng tư duy Phản Biện;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Có kỹ năng tư duy sáng tạo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Không có kỹ năng Tư duy sáng tạo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Có kỹ năng tư duy quản lý;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Không có kỹ năng tư duy quản lý;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
